subscription_id,customer_id,plan_id,start_date,end_date,churn_flag,churn_date,mrr_value,Contract,plan
1966,5445-UTODQ,1966,8/3/2025,3/3/2026,1,3/3/2026,81.1,Month-to-month,Enterprise
1967,4425-OWHWB,1967,7/3/2024,NULL,0,NULL,19.35,One year,Basic
1968,7892-QVYKW,1968,4/3/2024,NULL,0,NULL,85.6,Month-to-month,Enterprise
1969,9675-ICXCT,1969,3/3/2020,NULL,0,NULL,80.8,Two year,Enterprise
1970,1024-VRZHF,1970,4/3/2025,3/3/2026,1,3/3/2026,74.95,Month-to-month,Pro
1971,4703-MQYKT,1971,6/3/2024,NULL,0,NULL,19.6,Two year,Basic
1972,9497-QCMMS,1972,2/3/2026,3/3/2026,1,3/3/2026,93.55,Month-to-month,Enterprise
1973,5692-ICXLW,1973,8/3/2023,NULL,0,NULL,90.7,Month-to-month,Enterprise
1974,0602-DDUML,1974,6/3/2021,NULL,0,NULL,69.75,Two year,Pro
1975,2208-MPXIO,1975,6/3/2022,NULL,0,NULL,20,Two year,Basic
1976,1960-UYCNN,1976,5/3/2025,NULL,0,NULL,95.25,Month-to-month,Enterprise
1977,0348-SDKOL,1977,5/3/2021,3/3/2026,1,3/3/2026,102.1,Month-to-month,Enterprise
1978,3190-FZATL,1978,1/3/2025,NULL,0,NULL,19.95,Month-to-month,Basic
1979,7336-RLLRH,1979,12/3/2023,NULL,0,NULL,80.85,One year,Enterprise
1980,4373-MAVJG,1980,1/3/2025,3/3/2026,1,3/3/2026,90.9,Month-to-month,Enterprise
1981,8901-HJXTF,1981,3/3/2025,3/3/2026,1,3/3/2026,29.2,Month-to-month,Basic
1982,7710-JSYOA,1982,6/3/2020,NULL,0,NULL,93.3,Two year,Enterprise
1983,5419-KLXBN,1983,2/3/2024,3/3/2026,1,3/3/2026,89.15,Month-to-month,Enterprise
1984,3424-NMNBO,1984,5/3/2021,3/3/2026,1,3/3/2026,108.85,One year,Enterprise
1985,9885-MFVSU,1985,4/3/2023,NULL,0,NULL,46.35,Two year,Pro
1986,4514-GFCFI,1986,11/3/2024,3/3/2026,1,3/3/2026,84.75,Month-to-month,Enterprise
1987,0607-MVMGC,1987,6/3/2022,NULL,0,NULL,78.75,One year,Pro
1988,3365-SAIGS,1988,10/3/2024,NULL,0,NULL,83.55,Month-to-month,Enterprise
1989,9828-AOQLM,1989,2/3/2026,3/3/2026,1,3/3/2026,45.7,Month-to-month,Pro
1990,8022-BECSI,1990,5/3/2024,NULL,0,NULL,19.6,One year,Basic
1991,8000-REIQB,1991,2/3/2026,3/3/2026,1,3/3/2026,69.95,Month-to-month,Pro
1992,9993-LHIEB,1992,8/3/2020,NULL,0,NULL,67.85,Two year,Pro
1993,0266-CLZKZ,1993,8/3/2020,NULL,0,NULL,105.65,Two year,Enterprise
1994,7615-ESMYF,1994,1/3/2026,3/3/2026,1,3/3/2026,44.6,Month-to-month,Pro
1995,3858-VOBET,1995,4/3/2024,3/3/2026,1,3/3/2026,74.95,Month-to-month,Pro
1996,7020-OZKXZ,1996,6/3/2025,NULL,0,NULL,75.5,Month-to-month,Pro
1997,3977-QCRSL,1997,10/3/2025,NULL,0,NULL,20.15,Month-to-month,Basic
1998,0017-DINOC,1998,9/3/2021,NULL,0,NULL,45.2,Two year,Pro
1999,1447-PJGGA,1999,6/3/2021,3/3/2026,1,3/3/2026,95.25,Two year,Enterprise
2000,8565-CLBZW,2000,3/3/2024,3/3/2026,1,3/3/2026,89.85,Month-to-month,Enterprise
2001,9139-WQQDY,2001,2/3/2022,3/3/2026,1,3/3/2026,100.45,One year,Enterprise
2002,0224-HJAPT,2002,10/3/2025,3/3/2026,1,3/3/2026,47.15,Month-to-month,Pro
2003,8086-OVPWV,2003,1/3/2026,3/3/2026,1,3/3/2026,80.2,Month-to-month,Enterprise
2004,9430-FRQOC,2004,11/3/2025,3/3/2026,1,3/3/2026,87.1,Month-to-month,Enterprise
2005,7639-OPLNG,2005,5/3/2020,NULL,0,NULL,79.25,Two year,Pro
2006,3074-GQWYX,2006,10/3/2025,3/3/2026,1,3/3/2026,75.9,Month-to-month,Pro
2007,1492-QGCLU,2007,10/3/2021,NULL,0,NULL,85.7,Month-to-month,Enterprise
2008,6845-RGTYS,2008,4/3/2022,3/3/2026,1,3/3/2026,98.75,Month-to-month,Enterprise
2009,7328-OWMOM,2009,8/3/2023,NULL,0,NULL,20.1,One year,Basic
2010,4418-LZMSV,2010,2/3/2025,NULL,0,NULL,61.8,Month-to-month,Pro
2011,5155-AZQPB,2011,11/3/2023,NULL,0,NULL,49.9,Month-to-month,Pro
2012,8861-HGGKB,2012,5/3/2025,3/3/2026,1,3/3/2026,86.45,Month-to-month,Enterprise
2013,1087-GRUYI,2013,1/3/2023,NULL,0,NULL,20.4,Two year,Basic
2014,7065-YUNRY,2014,2/3/2026,3/3/2026,1,3/3/2026,45.3,Month-to-month,Pro
2015,7694-VLBWQ,2015,8/3/2020,3/3/2026,1,3/3/2026,104.1,One year,Enterprise
2016,2546-KZAAT,2016,11/3/2021,NULL,0,NULL,75.4,One year,Pro
2017,0181-RITDD,2017,1/3/2021,NULL,0,NULL,108.15,Two year,Enterprise
2018,5989-PGKJB,2018,11/3/2024,NULL,0,NULL,86.25,Month-to-month,Enterprise
2019,4795-KTRTH,2019,10/3/2025,3/3/2026,1,3/3/2026,81,Month-to-month,Enterprise
2020,8272-ONJLV,2020,3/3/2025,NULL,0,NULL,95.7,One year,Enterprise
2021,1488-PBLJN,2021,3/3/2020,NULL,0,NULL,116.85,Two year,Enterprise
2022,0308-GIQJT,2022,4/3/2020,NULL,0,NULL,105.75,One year,Enterprise
2023,3778-FOAQW,2023,3/3/2024,NULL,0,NULL,20.15,One year,Basic
2024,4452-ROHMO,2024,12/3/2024,NULL,0,NULL,19.6,Two year,Basic
2025,6481-OGDOO,2025,8/3/2020,3/3/2026,1,3/3/2026,90.6,One year,Enterprise
2026,3090-LETTY,2026,1/3/2026,NULL,0,NULL,60.95,Month-to-month,Pro
2027,5349-AZPEW,2027,10/3/2025,NULL,0,NULL,25.05,Month-to-month,Basic
2028,3753-TSEMP,2028,12/3/2024,3/3/2026,1,3/3/2026,88.15,Month-to-month,Enterprise
2029,8305-VHZBZ,2029,2/3/2026,3/3/2026,1,3/3/2026,20.2,Month-to-month,Basic
2030,9720-JJJOR,2030,10/3/2022,NULL,0,NULL,60.3,One year,Pro
2031,8100-HZZLJ,2031,8/3/2022,NULL,0,NULL,63.95,Month-to-month,Pro
2032,8775-ERLNB,2032,2/3/2026,NULL,0,NULL,74.3,Month-to-month,Pro
2033,8309-IEYJD,2033,2/3/2026,NULL,0,NULL,70.6,Month-to-month,Pro
2034,9172-JITSM,2034,1/3/2024,3/3/2026,1,3/3/2026,90.8,Month-to-month,Enterprise
2035,6298-QDFNH,2035,5/3/2024,3/3/2026,1,3/3/2026,79.35,Month-to-month,Pro
2036,7398-HPYZQ,2036,4/3/2020,NULL,0,NULL,90.55,Two year,Enterprise
2037,3546-GHEAE,2037,8/3/2025,NULL,0,NULL,19.45,Two year,Basic
2038,7361-YPXFS,2038,11/3/2023,NULL,0,NULL,64.45,Month-to-month,Pro
2039,6557-BZXLQ,2039,11/3/2024,NULL,0,NULL,69.65,Month-to-month,Pro
2040,2550-QHZGP,2040,8/3/2025,NULL,0,NULL,19.5,One year,Basic
2041,7519-JTWQH,2041,6/3/2020,NULL,0,NULL,110.5,Two year,Enterprise
2042,2538-OIMXF,2042,2/3/2026,NULL,0,NULL,24.7,Month-to-month,Basic
2043,8543-MSDMF,2043,12/3/2025,NULL,0,NULL,77.4,Month-to-month,Pro
2044,9961-JBNMK,2044,6/3/2024,3/3/2026,1,3/3/2026,96.8,Month-to-month,Enterprise
2045,1170-SASML,2045,6/3/2020,NULL,0,NULL,85.4,Month-to-month,Enterprise
2046,4872-JCVCA,2046,4/3/2020,NULL,0,NULL,47.6,Two year,Pro
2047,5346-BZCHP,2047,6/3/2020,NULL,0,NULL,19.4,Two year,Basic
2048,2038-LLMLM,2048,3/3/2022,NULL,0,NULL,103.85,Month-to-month,Enterprise
2049,6173-ITPWD,2049,4/3/2022,3/3/2026,1,3/3/2026,83.35,Month-to-month,Enterprise
2050,9734-UYXQI,2050,1/3/2026,3/3/2026,1,3/3/2026,49.4,Month-to-month,Pro
2051,1216-BGTSP,2051,6/3/2022,NULL,0,NULL,108.45,Month-to-month,Enterprise
2052,4138-NAXED,2052,12/3/2021,NULL,0,NULL,81,Month-to-month,Enterprise
2053,2189-UXTKY,2053,5/3/2024,3/3/2026,1,3/3/2026,79.2,Month-to-month,Pro
2054,0744-BIKKF,2054,3/3/2020,NULL,0,NULL,86.65,Two year,Enterprise
2055,7483-IQWIB,2055,2/3/2023,NULL,0,NULL,92.95,Month-to-month,Enterprise
2056,5248-KWLAR,2056,4/3/2020,NULL,0,NULL,90.35,Two year,Enterprise
2057,4958-GZWIY,2057,8/3/2025,3/3/2026,1,3/3/2026,48.7,Month-to-month,Pro
2058,7996-MHXLW,2058,9/3/2020,NULL,0,NULL,25.15,Two year,Basic
2059,7833-PKIHD,2059,12/3/2021,NULL,0,NULL,76.4,One year,Pro
2060,7061-OVMIM,2060,9/3/2023,NULL,0,NULL,19.55,One year,Basic
2061,5153-RTHKF,2061,5/3/2023,NULL,0,NULL,85.35,Month-to-month,Enterprise
2062,1852-QSWCD,2062,11/3/2020,NULL,0,NULL,24.8,Two year,Basic
2063,4832-VRBMR,2063,10/3/2020,NULL,0,NULL,103.15,One year,Enterprise
2064,9079-LWTFD,2064,4/3/2022,NULL,0,NULL,100.75,Month-to-month,Enterprise
2065,6356-ELRKD,2065,2/3/2026,3/3/2026,1,3/3/2026,95.6,Month-to-month,Enterprise
2066,8624-GIOUT,2066,2/3/2022,3/3/2026,1,3/3/2026,59.75,Month-to-month,Pro
2067,3392-EHMNK,2067,8/3/2020,NULL,0,NULL,94.1,Two year,Enterprise
2068,5986-WWXDV,2068,12/3/2022,NULL,0,NULL,19.35,One year,Basic
2069,3061-BCKYI,2069,1/3/2025,NULL,0,NULL,19.9,Month-to-month,Basic
2070,6179-GJPSO,2070,8/3/2022,3/3/2026,1,3/3/2026,108.15,Month-to-month,Enterprise
2071,7901-TBKJX,2071,7/3/2021,NULL,0,NULL,101.05,Month-to-month,Enterprise
2072,7228-PAQPD,2072,1/3/2025,NULL,0,NULL,59.1,One year,Pro
2073,3177-LASXD,2073,2/3/2026,3/3/2026,1,3/3/2026,71.35,Month-to-month,Pro
2074,7746-QYVCO,2074,11/3/2024,NULL,0,NULL,55.85,One year,Pro
2075,5804-HYIEZ,2075,5/3/2020,NULL,0,NULL,106.05,Month-to-month,Enterprise
2076,9919-FZDED,2076,3/3/2020,NULL,0,NULL,84.1,Two year,Enterprise
2077,5934-TSSAU,2077,4/3/2024,NULL,0,NULL,75.3,Month-to-month,Pro
2078,3486-KHMLI,2078,6/3/2024,NULL,0,NULL,24.7,Month-to-month,Basic
2079,4897-QSUYC,2079,2/3/2026,3/3/2026,1,3/3/2026,20.15,Month-to-month,Basic
2080,1084-UQCHV,2080,2/3/2026,3/3/2026,1,3/3/2026,69.75,Month-to-month,Pro
2081,8290-YWKHZ,2081,7/3/2023,3/3/2026,1,3/3/2026,93.2,Month-to-month,Enterprise
2082,2955-BJZHG,2082,10/3/2024,3/3/2026,1,3/3/2026,80.85,Month-to-month,Enterprise
2083,3806-DXQOM,2083,11/3/2025,3/3/2026,1,3/3/2026,33.65,Month-to-month,Basic
2084,6784-XYJAE,2084,3/3/2023,NULL,0,NULL,55.8,One year,Pro
2085,3933-DQPWX,2085,1/3/2022,NULL,0,NULL,39.7,Two year,Basic
2086,6661-EIPZC,2086,3/3/2022,NULL,0,NULL,29.5,Month-to-month,Basic
2087,8957-THMOA,2087,1/3/2022,NULL,0,NULL,20.15,Two year,Basic
2088,2251-PYLPB,2088,3/3/2020,NULL,0,NULL,79.55,Two year,Pro
2089,5555-RNPGT,2089,5/3/2025,NULL,0,NULL,24.8,Month-to-month,Basic
2090,1057-FOGLZ,2090,9/3/2024,NULL,0,NULL,19.65,Month-to-month,Basic
2091,9300-RENDD,2091,2/3/2026,3/3/2026,1,3/3/2026,79.95,Month-to-month,Pro
2092,0761-AETCS,2092,2/3/2026,3/3/2026,1,3/3/2026,19.3,Month-to-month,Basic
2093,8087-LGYHQ,2093,6/3/2025,NULL,0,NULL,94.05,Month-to-month,Enterprise
2094,4137-BTIKL,2094,1/3/2026,NULL,0,NULL,90.75,Month-to-month,Enterprise
2095,2190-BCXEC,2095,11/3/2022,NULL,0,NULL,78.85,Month-to-month,Pro
2096,6227-FBDXH,2096,6/3/2020,NULL,0,NULL,99.5,One year,Enterprise
2097,2153-MREFK,2097,2/3/2023,3/3/2026,1,3/3/2026,99.2,One year,Enterprise
2098,2911-WDXMV,2098,9/3/2024,NULL,0,NULL,80.55,Month-to-month,Enterprise
2099,7206-PQBBZ,2099,4/3/2025,NULL,0,NULL,70.2,Month-to-month,Pro
2100,3106-ULWFW,2100,7/3/2025,3/3/2026,1,3/3/2026,85.2,Month-to-month,Enterprise
2101,0925-VYDLG,2101,12/3/2025,3/3/2026,1,3/3/2026,75.25,Month-to-month,Pro
2102,4547-FZJWE,2102,8/3/2021,NULL,0,NULL,59.45,One year,Pro
2103,7422-WNBTY,2103,6/3/2023,NULL,0,NULL,93.35,Month-to-month,Enterprise
2104,0842-IWYCP,2104,5/3/2022,NULL,0,NULL,44.95,Month-to-month,Pro
2105,3521-HTQTV,2105,5/3/2023,NULL,0,NULL,26.1,Two year,Basic
2106,3744-ZBHON,2106,12/3/2025,NULL,0,NULL,20.2,Month-to-month,Basic
2107,3373-DIUUN,2107,9/3/2023,NULL,0,NULL,21.25,Two year,Basic
2108,8383-SGHJU,2108,6/3/2023,NULL,0,NULL,59.4,One year,Pro
2109,7607-QKKTJ,2109,6/3/2022,NULL,0,NULL,95,One year,Enterprise
2110,7707-PYBBH,2110,11/3/2022,NULL,0,NULL,61.9,Month-to-month,Pro
2111,8984-HPEMB,2111,4/3/2020,NULL,0,NULL,118.65,Two year,Enterprise
2112,4349-GFQHK,2112,2/3/2026,3/3/2026,1,3/3/2026,54.35,Month-to-month,Pro
2113,4139-DETXS,2113,3/3/2020,NULL,0,NULL,64.45,Two year,Pro
2114,9779-DPNEJ,2114,5/3/2024,NULL,0,NULL,80.15,Month-to-month,Enterprise
2115,9805-FILKB,2115,5/3/2022,NULL,0,NULL,20.2,One year,Basic
2116,5793-YOLJN,2116,8/3/2021,NULL,0,NULL,21,Two year,Basic
2117,0673-IGUQO,2117,2/3/2026,NULL,0,NULL,20.45,Month-to-month,Basic
2118,4123-FCVCB,2118,3/3/2025,NULL,0,NULL,75.85,One year,Pro
2119,8819-IMISP,2119,8/3/2023,NULL,0,NULL,80.45,Month-to-month,Enterprise
2120,7802-EFKNY,2120,10/3/2025,3/3/2026,1,3/3/2026,24.95,Month-to-month,Basic
2121,8311-UEUAB,2121,8/3/2020,NULL,0,NULL,75.5,Two year,Pro
2122,5858-EAFCZ,2122,2/3/2026,NULL,0,NULL,44.45,Month-to-month,Pro
2123,8035-BUYVG,2123,11/3/2022,3/3/2026,1,3/3/2026,42.35,One year,Pro
2124,1163-ONYEY,2124,10/3/2022,NULL,0,NULL,74.55,Month-to-month,Pro
2125,9787-XVQIU,2125,2/3/2026,3/3/2026,1,3/3/2026,75.3,Month-to-month,Pro
2126,8945-MUQUF,2126,12/3/2021,3/3/2026,1,3/3/2026,94.8,One year,Enterprise
2127,5656-MJEFC,2127,9/3/2022,NULL,0,NULL,48.15,Two year,Pro
2128,6082-OQFBA,2128,4/3/2024,NULL,0,NULL,19.65,One year,Basic
2129,8051-HJRLT,2129,2/3/2026,3/3/2026,1,3/3/2026,70.55,Month-to-month,Pro
2130,8974-OVACP,2130,2/3/2026,NULL,0,NULL,20.15,Month-to-month,Basic
2131,4010-YLMVT,2131,7/3/2021,NULL,0,NULL,106.6,Month-to-month,Enterprise
2132,1379-FRVEB,2132,12/3/2024,NULL,0,NULL,91,Month-to-month,Enterprise
2133,8612-GXIDD,2133,3/3/2025,NULL,0,NULL,25.4,Two year,Basic
2134,6288-CHQJB,2134,9/3/2021,NULL,0,NULL,69.95,Two year,Pro
2135,8160-HOWOX,2135,8/3/2025,NULL,0,NULL,66.85,Month-to-month,Pro
2136,3023-GFLBR,2136,6/3/2023,3/3/2026,1,3/3/2026,86.15,Month-to-month,Enterprise
2137,6648-INWPS,2137,11/3/2024,NULL,0,NULL,20.15,Month-to-month,Basic
2138,4223-BKEOR,2138,6/3/2024,NULL,0,NULL,64.85,One year,Pro
2139,4079-VTGLK,2139,9/3/2023,NULL,0,NULL,74.85,Two year,Pro
2140,1763-WQFUK,2140,12/3/2025,NULL,0,NULL,50.5,Month-to-month,Pro
2141,1391-UBDAR,2141,4/3/2025,NULL,0,NULL,72.9,Month-to-month,Pro
2142,8894-JVDCV,2142,1/3/2021,NULL,0,NULL,115.05,One year,Enterprise
2143,2023-VQFDL,2143,9/3/2024,NULL,0,NULL,19,Month-to-month,Basic
2144,1345-GKDZZ,2144,9/3/2025,NULL,0,NULL,19.55,Month-to-month,Basic
2145,2014-MKGMH,2145,5/3/2022,NULL,0,NULL,101.1,One year,Enterprise
2146,5628-FCGYG,2146,6/3/2024,NULL,0,NULL,84.1,Month-to-month,Enterprise
2147,2560-WBWXF,2147,7/3/2020,NULL,0,NULL,24.15,Two year,Basic
2148,0248-IPDFW,2148,2/3/2026,NULL,0,NULL,50.1,Month-to-month,Pro
2149,7978-DKUQH,2149,2/3/2024,NULL,0,NULL,74.6,Month-to-month,Pro
2150,4335-UPJSI,2150,3/3/2024,NULL,0,NULL,19.75,Two year,Basic
2151,0524-IAVZO,2151,9/3/2023,3/3/2026,1,3/3/2026,85,Month-to-month,Enterprise
2152,2737-YNGYW,2152,1/3/2026,3/3/2026,1,3/3/2026,80.55,Month-to-month,Enterprise
2153,1784-EZDKJ,2153,12/3/2021,NULL,0,NULL,106.8,One year,Enterprise
2154,9297-FVVDH,2154,6/3/2021,NULL,0,NULL,84.5,Two year,Enterprise
2155,8007-YYPWD,2155,12/3/2024,NULL,0,NULL,25.05,Two year,Basic
2156,7101-HRBLJ,2156,3/3/2020,NULL,0,NULL,83.7,Two year,Enterprise
2157,5159-YFPKQ,2157,1/3/2026,3/3/2026,1,3/3/2026,75.8,Month-to-month,Pro
2158,6635-CPNUN,2158,11/3/2023,NULL,0,NULL,96.6,Month-to-month,Enterprise
2159,4021-RQSNY,2159,10/3/2023,3/3/2026,1,3/3/2026,98.5,Month-to-month,Enterprise
2160,5453-YBTWV,2160,5/3/2020,NULL,0,NULL,101.1,Two year,Enterprise
2161,5039-LZRQT,2161,2/3/2025,NULL,0,NULL,20.2,One year,Basic
2162,2931-VUVJN,2162,4/3/2021,NULL,0,NULL,94.05,One year,Enterprise
2163,9061-TIHDA,2163,2/3/2025,3/3/2026,1,3/3/2026,95.25,Month-to-month,Enterprise
2164,8699-ASUFO,2164,8/3/2025,3/3/2026,1,3/3/2026,74.4,Month-to-month,Pro
2165,6418-PIQSP,2165,1/3/2021,NULL,0,NULL,81,Two year,Enterprise
2166,8220-OCUFY,2166,6/3/2024,NULL,0,NULL,60.25,One year,Pro
2167,3995-WFCSM,2167,1/3/2026,NULL,0,NULL,60.85,Month-to-month,Pro
2168,1895-QTKDO,2168,2/3/2026,NULL,0,NULL,43.95,Month-to-month,Pro
2169,2038-OEQZH,2169,11/3/2025,NULL,0,NULL,86.05,Month-to-month,Enterprise
2170,1178-PZGAB,2170,8/3/2024,NULL,0,NULL,20.25,One year,Basic
2171,7927-AUXBZ,2171,9/3/2023,3/3/2026,1,3/3/2026,85.15,Month-to-month,Enterprise
2172,2626-VEEWG,2172,8/3/2020,NULL,0,NULL,19.4,Two year,Basic
2173,2878-RMWXY,2173,3/3/2020,NULL,0,NULL,102.65,Two year,Enterprise
2174,1657-DYMBM,2174,10/3/2021,NULL,0,NULL,19.9,Two year,Basic
2175,7311-MQJCH,2175,10/3/2025,NULL,0,NULL,19.55,One year,Basic
2176,7375-WMVMT,2176,4/3/2020,NULL,0,NULL,95.5,Two year,Enterprise
2177,1136-XGEQU,2177,1/3/2022,NULL,0,NULL,84.15,One year,Enterprise
2178,2530-FMFXO,2178,7/3/2021,NULL,0,NULL,103.2,Two year,Enterprise
2179,6844-DZKRF,2179,1/3/2026,NULL,0,NULL,50.2,Month-to-month,Pro
2180,4695-WJZUE,2180,1/3/2026,3/3/2026,1,3/3/2026,88.55,Month-to-month,Enterprise
2181,7619-ODSGN,2181,3/3/2024,3/3/2026,1,3/3/2026,54.75,Month-to-month,Pro
2182,5970-GHJAW,2182,5/3/2022,NULL,0,NULL,19.95,Two year,Basic
2183,8879-XUAHX,2183,4/3/2020,NULL,0,NULL,116.25,Two year,Enterprise
2184,3689-MOZGR,2184,10/3/2023,NULL,0,NULL,31.2,Month-to-month,Basic
2185,4195-PNGZS,2185,6/3/2020,NULL,0,NULL,24.45,Two year,Basic
2186,5003-XZWWO,2186,4/3/2020,NULL,0,NULL,84.2,Two year,Enterprise
2187,3988-RQIXO,2187,2/3/2026,3/3/2026,1,3/3/2026,91.3,Month-to-month,Enterprise
2188,7622-FWGEW,2188,7/3/2021,NULL,0,NULL,85.65,Two year,Enterprise
2189,6922-NCEDI,2189,7/3/2021,NULL,0,NULL,21.2,One year,Basic
2190,2514-GINMM,2190,2/3/2026,3/3/2026,1,3/3/2026,79.5,Month-to-month,Pro
2191,9891-NQDBD,2191,11/3/2023,NULL,0,NULL,25.55,One year,Basic
2192,6131-IUNXN,2192,8/3/2024,NULL,0,NULL,20.2,Month-to-month,Basic
2193,8548-AWOFC,2193,9/3/2020,NULL,0,NULL,63.85,Month-to-month,Pro
2194,9798-DRYDS,2194,10/3/2024,NULL,0,NULL,61.95,One year,Pro
2195,8532-UEFWH,2195,11/3/2021,NULL,0,NULL,25.75,Two year,Basic
2196,6296-DDOOR,2196,8/3/2024,NULL,0,NULL,58.2,One year,Pro
2197,7951-VRDVK,2197,3/3/2023,NULL,0,NULL,85.85,One year,Enterprise
2198,5931-FLJJF,2198,8/3/2025,3/3/2026,1,3/3/2026,70.1,Month-to-month,Pro
2199,4815-YOSUK,2199,3/3/2020,NULL,0,NULL,104.9,One year,Enterprise
2200,2659-VXMWZ,2200,8/3/2020,3/3/2026,1,3/3/2026,111.3,One year,Enterprise
2201,0380-NEAVX,2201,5/3/2023,NULL,0,NULL,99.85,One year,Enterprise
2202,3207-OYBWH,2202,6/3/2021,3/3/2026,1,3/3/2026,95.25,Month-to-month,Enterprise
2203,4285-GYRQC,2203,8/3/2025,3/3/2026,1,3/3/2026,86.25,Month-to-month,Enterprise
2204,7216-EWTRS,2204,2/3/2026,3/3/2026,1,3/3/2026,100.8,Month-to-month,Enterprise
2205,4365-MSDYN,2205,7/3/2025,NULL,0,NULL,19.55,Month-to-month,Basic
2206,7036-TYDEC,2206,6/3/2020,NULL,0,NULL,104,Two year,Enterprise
2207,5802-ADBRC,2207,1/3/2022,NULL,0,NULL,104.4,One year,Enterprise
2208,8076-FEZKJ,2208,5/3/2025,NULL,0,NULL,19.5,One year,Basic
2209,5197-YPYBZ,2209,3/3/2025,NULL,0,NULL,25.25,Two year,Basic
2210,8337-MSSXB,2210,1/3/2025,3/3/2026,1,3/3/2026,86.3,Month-to-month,Enterprise
2211,4312-GVYNH,2211,5/3/2020,NULL,0,NULL,49.85,Two year,Pro
2212,8495-LJDFO,2212,11/3/2020,NULL,0,NULL,108.95,Month-to-month,Enterprise
2213,0839-JTCUD,2213,9/3/2020,NULL,0,NULL,89.9,Two year,Enterprise
2214,5494-WOZRZ,2214,4/3/2020,NULL,0,NULL,82,Two year,Enterprise
2215,1302-UHBDD,2215,7/3/2024,NULL,0,NULL,89.95,Month-to-month,Enterprise
2216,2234-EOFPT,2216,3/3/2020,NULL,0,NULL,79.35,Two year,Pro
2217,8619-IJNDK,2217,4/3/2020,NULL,0,NULL,64.05,Two year,Pro
2218,8378-LKJAF,2218,1/3/2023,NULL,0,NULL,101.15,Month-to-month,Enterprise
2219,8182-BJDSI,2219,11/3/2023,3/3/2026,1,3/3/2026,89.95,Month-to-month,Enterprise
2220,2528-HFYZX,2220,10/3/2024,3/3/2026,1,3/3/2026,76.45,Month-to-month,Pro
2221,1153-GNOLC,2221,6/3/2023,NULL,0,NULL,39.1,One year,Basic
2222,3298-QEICA,2222,4/3/2024,NULL,0,NULL,34.6,Two year,Basic
2223,0788-DXBFY,2223,5/3/2021,NULL,0,NULL,19.55,One year,Basic
2224,3597-YASZG,2224,5/3/2020,NULL,0,NULL,104.45,Two year,Enterprise
2225,3496-LFSZU,2225,11/3/2025,NULL,0,NULL,70.5,Month-to-month,Pro
2226,5242-UOWHD,2226,6/3/2022,NULL,0,NULL,20.35,Two year,Basic
2227,2482-CZGBB,2227,5/3/2025,3/3/2026,1,3/3/2026,70,Month-to-month,Pro
2228,6479-SZPLM,2228,3/3/2023,NULL,0,NULL,19.45,Two year,Basic
2229,8097-VBQTZ,2229,9/3/2021,NULL,0,NULL,69.9,Month-to-month,Pro
2230,4500-HKANN,2230,4/3/2024,NULL,0,NULL,59.7,Two year,Pro
2231,9917-KWRBE,2231,10/3/2022,NULL,0,NULL,78.35,One year,Pro
2232,3420-ZDBMA,2232,10/3/2025,NULL,0,NULL,71.45,Month-to-month,Pro
2233,2212-LYASK,2233,12/3/2023,NULL,0,NULL,45.85,One year,Pro
2234,1393-IMKZG,2234,2/3/2026,NULL,0,NULL,95.85,Month-to-month,Enterprise
2235,8069-RHUXK,2235,8/3/2020,NULL,0,NULL,35.7,Two year,Basic
2236,3398-GCPMU,2236,3/3/2020,NULL,0,NULL,89.55,Two year,Enterprise
2237,2908-WGAXL,2237,7/3/2021,NULL,0,NULL,24.95,Two year,Basic
2238,3378-AJRAO,2238,7/3/2022,NULL,0,NULL,24.85,One year,Basic
2239,1013-QCWAM,2239,9/3/2020,NULL,0,NULL,100.8,Month-to-month,Enterprise
2240,0866-QLSIR,2240,5/3/2023,3/3/2026,1,3/3/2026,64.4,One year,Pro
2241,6050-FFXES,2241,6/3/2020,NULL,0,NULL,105.35,Two year,Enterprise
2242,7181-BQYBV,2242,2/3/2026,3/3/2026,1,3/3/2026,102.45,Month-to-month,Enterprise
2243,0362-RAOQO,2243,11/3/2022,NULL,0,NULL,19.65,Two year,Basic
2244,9554-DFKIC,2244,9/3/2023,NULL,0,NULL,54.45,Month-to-month,Pro
2245,5527-ACHSO,2245,4/3/2025,NULL,0,NULL,70.5,Month-to-month,Pro
2246,0829-DDVLK,2246,12/3/2024,NULL,0,NULL,20.1,One year,Basic
2247,1399-UBQIU,2247,4/3/2025,NULL,0,NULL,69.35,Month-to-month,Pro
2248,1813-JLKWR,2248,11/3/2020,NULL,0,NULL,19.8,One year,Basic
2249,0336-PIKEI,2249,3/3/2020,NULL,0,NULL,74.4,Two year,Pro
2250,7322-OCWHC,2250,3/3/2020,NULL,0,NULL,93.05,Two year,Enterprise
2251,9537-VHDTA,2251,2/3/2026,NULL,0,NULL,51.2,Month-to-month,Pro
2252,4957-TIALW,2252,12/3/2024,NULL,0,NULL,65.6,One year,Pro
2253,2054-PJOCK,2253,3/3/2021,NULL,0,NULL,80.55,One year,Enterprise
2254,9150-HEPMB,2254,7/3/2021,NULL,0,NULL,52.7,One year,Pro
2255,9030-QGZNL,2255,7/3/2025,NULL,0,NULL,20.85,Two year,Basic
2256,6204-IEUXJ,2256,12/3/2025,3/3/2026,1,3/3/2026,80.1,Month-to-month,Enterprise
2257,3126-WQMGH,2257,2/3/2022,NULL,0,NULL,52.15,Month-to-month,Pro
